host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;mes;ano
within a few hours;100%;t;1.0;-2.298.316;-4.321.191;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,""Free street parking"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}";$308.00;$800.00;$180.00;2;$41.00;2;900;173;95.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;moderate;4;2018
within an hour;100%;t;13.0;-2.298.482;-4.319.077;Apartment;Entire home/apt;5;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Hangers,Iron,""Self check-in"",""Building staff"",""Hot water"",""Bed linens""}";$171.00;$0.00;$150.00;3;$35.00;4;90;21;84.0;9.0;9.0;9.0;9.0;9.0;8.0;t;f;strict_14_with_grace_period;4;2018
within an hour;97%;f;10.0;-2.296.605;-4.317.854;Apartment;Private room;2;;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",Beachfront}";$100.00;;;2;$0.00;1;30;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;4;2018
within a day;90%;f;13.0;-2.297.955;-4.319.169;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";$179.00;$340.00;$150.00;2;$70.00;3;90;22;100.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;strict_14_with_grace_period;4;2018
;;f;2.0;-229.646;-4.319.059;Apartment;Entire home/apt;4;1.0;0.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Room-darkening shades""}";$1,456.00;$4,159.00;$195.00;2;$1,244.00;4;5;16;93.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a day;60%;f;4.0;-2.291.495;-4.318.232;Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;"{TV,Kitchen,Elevator,Essentials,Iron,""Host greets you"",""Paid parking on premises""}";$216.00;$686.00;$91.00;2;$0.00;1;1125;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within a day;60%;f;4.0;-2.291.566;-4.318.482;Apartment;Entire home/apt;2;1.0;0.0;2.0;Pull-out Sofa;"{TV,Kitchen,""Smoking allowed"",""Pets allowed"",Elevator,""Family/kid friendly"",Iron}";$204.00;$686.00;$91.00;2;$0.00;1;1125;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;3.0;-2.296.959;-4.318.886;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed""}";$250.00;$0.00;$0.00;2;$130.00;4;30;42;99.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;4;2018
within a few hours;100%;t;2.0;-2.294.712;-4.318.554;Condominium;Private room;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",Doorman,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Host greets you"",""Paid parking on premises""}";$100.00;$0.00;$48.00;1;$20.00;1;19;175;95.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
;;f;1.0;-2.293.352;-4.318.117;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Bed linens""}";$121.00;$2,000.00;$120.00;2;$50.00;28;1125;12;94.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;100%;t;2.0;-2.294.682;-4.318.368;Guesthouse;Private room;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",Doorman,""Free street parking"",""Buzzer/wireless intercom"",Washer,Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",Microwave,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Host greets you""}";$137.00;;$48.00;1;$20.00;1;19;268;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;100%;f;1.0;-2.291.523;-4.318.127;Guesthouse;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets live on this property"",Dog(s),""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Host greets you""}";$83.00;$400.00;$80.00;2;$65.00;2;1125;23;95.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a day;81%;f;1.0;-2.297.985;-4.319.135;Apartment;Entire home/apt;5;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",""Paid parking on premises""}";$183.00;$998.00;$250.00;4;$25.00;5;90;127;90.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
;;f;2.0;-2.293.007;-4.319.453;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,Shampoo}";$624.00;$416.00;$166.00;1;$125.00;2;300;7;100.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;t;5.0;-2.298.405;-4.320.034;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private living room"",""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Accessible-height bed"",""No stairs or steps to enter"",""Accessible-height toilet"",""No stairs or steps to enter"",""Wide entryway""}";$220.00;$380.00;$200.00;3;$40.00;2;1124;48;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
;;f;0.0;-2.291.789;-4.319.164;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets live on this property"",Cat(s),""Family/kid friendly"",Washer,""Hair dryer"",Iron,""Laptop friendly workspace""}";$312.00;$416.00;$125.00;1;$0.00;1;14;10;100.0;9.0;10.0;10.0;10.0;9.0;8.0;t;f;strict_14_with_grace_period;4;2018
;;f;1.0;-229.841;-4.319.269;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$67.00;$0.00;$100.00;2;$50.00;3;30;44;95.0;9.0;9.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
within a day;100%;f;2.0;-2.293.836;-4.320.522;Loft;Entire home/apt;5;2.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,""Hot tub"",""Indoor fireplace"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Children’s books and toys"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter"",""Wide entryway"",""Host greets you"",Waterfront,Beachfront}";$179.00;$1,052.00;$183.00;2;$59.00;4;365;31;95.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;1.0;-2.297.954;-4.319.019;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,Wifi,Kitchen,""Paid parking off premises"",""Smoking allowed"",Elevator,""Free street parking"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Baby monitor"",""Children’s books and toys"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""Wide entrance for guests"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter"",""Accessible-height toilet"",""No stairs or steps to enter"",""Host greets you"",Waterfront,""Lake access"",Beachfront,Ski-in/Ski-out,""Handheld shower head"",""Shower chair""}";$150.00;$901.00;$0.00;4;$100.00;5;1125;97;88.0;9.0;9.0;10.0;9.0;10.0;9.0;t;f;strict_14_with_grace_period;4;2018
within a few hours;100%;f;1.0;-2.298.355;-4.319.793;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Gym,Elevator,""Free street parking"",Washer,""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Stair gates"",""Window guards"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Luggage dropoff allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter"",""Accessible-height toilet"",""No stairs or steps to enter"",""Wide entryway"",""Host greets you""}";$208.00;$416.00;$125.00;1;$62.00;5;28;8;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;68.0;-2.296.771;-4.318.718;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets allowed"",Doorman,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Window guards"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Host greets you""}";$283.00;$800.00;$100.00;2;$100.00;3;30;32;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
a few days or more;33%;f;1.0;-2.296.777;-4.318.192;Apartment;Entire home/apt;2;1.0;1.0;0.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Hangers,Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets""}";$250.00;$416.00;$250.00;1;$0.00;6;365;25;97.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;moderate;4;2018
within a few hours;100%;f;8.0;-229.684;-4.318.209;Condominium;Entire home/apt;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Elevator,Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$179.00;$400.00;$60.00;2;$50.00;3;30;153;84.0;9.0;8.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;4;2018
within an hour;100%;t;10.0;-2.298.445;-4.320.037;Apartment;Entire home/apt;4;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""High chair"",""Babysitter recommendations"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide entrance for guests"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter"",""Accessible-height toilet"",""Host greets you"",""Handheld shower head"",""Paid parking on premises""}";$154.00;$950.00;$150.00;2;$55.00;3;180;104;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
a few days or more;0%;f;1.0;-2.288.177;-4.349.129;House;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,Washer,Essentials,Shampoo,""Lock on bedroom door"",""Hot water"",""Host greets you""}";$33.00;$480.00;$0.00;1;$45.00;1;6;2;90.0;8.0;6.0;9.0;10.0;6.0;9.0;f;f;flexible;4;2018
;;f;2.0;-2.284.034;-433.142;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,Internet,""Free parking on premises"",Breakfast,""Buzzer/wireless intercom""}";$250.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;flexible;4;2018
;;f;1.0;-2.298.856;-4.322.641;Condominium;Entire home/apt;5;1.5;2.0;3.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";$1,664.00;$1,248.00;$416.00;4;$104.00;8;18;18;96.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;90%;f;2.0;-2.298.681;-4.319.748;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""Hot water"",Other}";$250.00;$462.00;$137.00;2;$229.00;3;90;31;90.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;4.0;-2.297.916;-4.322.686;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Essentials,Shampoo,Iron}";$171.00;$787.00;$186.00;1;$93.00;4;1125;11;82.0;9.0;8.0;9.0;8.0;9.0;8.0;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;4.0;-2.298.137;-4.319.255;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Elevator,""Family/kid friendly"",Essentials,""Hot water"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Oven,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed""}";$141.00;$466.00;$155.00;1;$52.00;4;1125;30;92.0;9.0;9.0;9.0;9.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;100%;f;1.0;-2.294.315;-4.318.478;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$166.00;;;1;$0.00;3;1125;89;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within an hour;75%;f;2.0;-2.296.904;-4.318.197;Apartment;Entire home/apt;6;3.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";$458.00;$0.00;$354.00;1;$0.00;3;1125;1;97.0;10.0;8.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
;;f;4.0;-2.294.109;-4.318.754;House;Private room;3;1.0;1.0;3.0;Real Bed;"{Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";$541.00;;;2;$291.00;3;90;1;100.0;8.0;10.0;10.0;10.0;8.0;10.0;f;f;flexible;4;2018
;;f;4.0;-2.294.079;-4.318.847;House;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Family/kid friendly"",Washer,Dryer,""First aid kit"",""Fire extinguisher""}";$541.00;;;2;$291.00;3;90;3;93.0;10.0;9.0;10.0;9.0;9.0;9.0;f;f;moderate;4;2018
;;f;3.0;-2.292.464;-4.319.156;Hostel;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,""Pets live on this property"",Dog(s),Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",""First aid kit"",""Fire extinguisher"",Essentials}";$333.00;$2,080.00;$83.00;2;$0.00;2;21;21;99.0;10.0;10.0;10.0;9.0;9.0;9.0;f;f;moderate;4;2018
